Tour Code; Tour Description; Year; Tourn.#; Player #; Course #; Permanent Tournament #; Player First Name; Player Last Name; Round; Tournament Name;Course Name; Hole; Hole Score; Par Value; Yardage;  Shot; Shot Type(S/P/D);# of Strokes; From Location(Scorer); From Location(Laser); To Location(Scorer); To Location(Laser); Distance; Distance to Pin; In the Hole Flag; Around the Green Flag;1st Putt Flag; Distance to Hole after the Shot; Time; Lie; Elevation; Slope; X Coordinate; Y Coordinate;  Z Coordinate; Distance from Center; Distance from Edge
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;04; 2;04;440;01;S;1;Tee Box;;Fairway;Right Fairway;10689;15408;N;N;;00000004718;1334;Good;With;Level;  8,111.1240;  9,252.0780;    511.9060;00204;00099
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;04; 2;04;440;02;S;1;Fairway;Right Fairway;;;04718;04718;Y;N;;00000000000;1339;Good;With;Uphill;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;01;S;1;Tee Box;;Primary Rough;Right Rough;11572;19116;N;N;;00000007516;1346;Good;With;Level;  9,139.8100;  8,564.2340;    491.6590;00582;00302
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;02;S;1;Primary Rough;Right Rough;Intermediate Rough;Left Intermediate;06436;07516;N;Y;;00000001100;1353;N/A;With;Level;  9,675.4400;  8,538.3200;    481.3590;00117;00011
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;03;S;1;Intermediate Rough;Left Intermediate;Green;Unknown;01108;01100;N;N;;00000000121;1356;N/A;With;Level;  9,761.9180;  8,506.0190;    484.5480;00123;00313
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;04;S;1;Green;Unknown;;;00121;00121;Y;N;Y;00000000000;1359;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;01;S;1;Tee Box;;Green;Unknown;05723;05472;N;N;;00000000242;1403;Good;With;Level;  9,855.2500;  8,795.1150;    475.1180;00117;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;02;S;1;Green;Unknown;Green;Unknown;00270;00242;N;N;Y;00000000029;1409;Good;With;Level;  9,868.0550;  8,776.6100;    474.7770;00005;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;03;S;1;Green;Unknown;;;00029;00029;Y;N;;00000000000;1410;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;07; 3;04;434;01;S;1;Tee Box;;Fairway;Left Fairway;10009;15984;N;N;;00000005880;1412;Good;With;Level;  8,910.7380;  8,958.5960;    497.7990;00373;00086
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;07; 3;04;434;02;S;1;Fairway;Left Fairway;Green;Unknown;05600;05880;N;N;;00000000430;1419;Good;With;Level;  8,456.6750;  8,853.9900;    523.1210;00337;00271
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;07; 3;04;434;03;S;1;Green;Unknown;;;00430;00430;Y;N;Y;00000000000;1422;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;01;S;1;Tee Box;;Primary Rough;Right Rough;09900;14724;N;N;;00000005810;1426;Good;With;Level;  8,516.1040;  9,345.3730;    523.6660;00478;00603
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;02;S;1;Primary Rough;Right Rough;Primary Rough;Left Rough;06296;05810;N;Y;;00000000509;1431;N/A;With;Level;  8,191.6390;  9,757.6690;    523.6880;00134;00026
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;03;S;1;Primary Rough;Left Rough;Green;Unknown;00566;00509;N;N;;00000000054;1434;N/A;With;Level;  8,209.0600;  9,713.8150;    523.2730;00002;00125
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;04;S;1;Green;Unknown;;;00054;00054;Y;N;Y;00000000000;1436;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;01;S;1;Tee Box;;Primary Rough;Right Rough;12191;21384;N;N;;00000009775;1439;Good;With;Level;  8,994.7400;  9,468.2700;    492.4130;01495;00818
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;02;S;1;Primary Rough;Right Rough;Green Side Bunker;Right Green Side Bunker;09417;09775;N;Y;;00000000369;1446;N/A;With;Level;  9,774.0210;  9,559.1860;    475.8230;00089;00170
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00364;00369;N;N;;00000000014;1450;Good;With;Level;  9,803.7660;  9,559.7600;    481.5440;00012;00164
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;09; 4;05;600;04;S;1;Green;Unknown;;;00014;00014;Y;N;Y;00000000000;1451;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;01;S;1;Tee Box;;Fairway;Right Fairway;10492;16056;N;N;;00000005588;1455;Good;With;Level; 11,128.1930;  9,986.9760;    506.9410;00067;00320
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;02;S;1;Fairway;Right Fairway;Green Side Bunker;Right Front Green Side Bunker;05365;05588;N;Y;;00000000402;1501;Good;With;Level; 11,559.6460;  9,870.8240;    523.5780;00326;00192
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;03;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;00469;00402;N;N;;00000000065;1503;Good;With;Level; 11,586.6980;  9,898.6060;    528.2670;00065;00099
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;10; 4;04;469;04;S;1;Green;Unknown;;;00065;00065;Y;N;Y;00000000000;1506;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;01;S;1;Tee Box;;Green Side Bunker;Front Left Green Side Bunker;06686;06588;N;Y;;00000000759;1508;Good;With;Level; 12,190.2810;  9,908.4590;    540.8420;00760;00205
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;02;S;1;Green Side Bunker;Front Left Green Side Bunker;Green;Unknown;00582;00759;N;N;;00000000179;1512;Good;With;Level; 12,173.2720;  9,863.2640;    545.0170;00179;00337
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;03;S;1;Green;Unknown;Green;Unknown;00173;00179;N;N;Y;00000000022;1514;Good;With;Level; 12,165.2460;  9,851.2610;    545.1380;00012;00188
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;11; 4;03;197;04;S;1;Green;Unknown;;;00022;00022;Y;N;;00000000000;1514;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;01;S;1;Tee Box;;Fairway;Right Fairway;11437;14508;N;N;;00000003083;1518;Good;With;Level; 11,323.9510;  9,672.0670;    513.0370;00296;00036
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;02;S;1;Fairway;Right Fairway;Green;Unknown;02873;03083;N;N;;00000000211;1524;Good;With;Level; 11,084.5340;  9,669.3140;    509.8660;00045;01235
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;03;S;1;Green;Unknown;Green;Unknown;00232;00211;N;N;Y;00000000016;1526;Good;With;Level; 11,065.4510;  9,666.2920;    510.1360;00008;01464
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;12; 4;04;391;04;S;1;Green;Unknown;;;00016;00016;Y;N;;00000000000;1527;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;13; 3;04;476;01;S;1;Tee Box;;Fairway Bunker;Unknown;10652;17064;N;N;;00000006418;1531;Good;With;Level; 11,688.9140;  9,507.9130;    524.1510;00878;00412
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;13; 3;04;476;02;S;1;Fairway Bunker;Unknown;Green;Unknown;06488;06418;N;N;;00000000071;1537;Good;With;Uphill; 12,227.0490;  9,463.6230;    551.3640;00040;00147
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;13; 3;04;476;03;S;1;Green;Unknown;;;00071;00071;Y;N;Y;00000000000;1541;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;01;S;1;Tee Box;;Primary Rough;Left Rough;11225;16056;N;N;;00000004861;1543;Good;With;Level; 11,340.3750;  9,240.3820;    512.4260;00639;00311
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;02;S;1;Primary Rough;Left Rough;Green;Unknown;04874;04861;N;N;;00000000273;1548;N/A;With;Level; 10,936.5910;  9,283.7310;    504.4080;00273;00404
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;14; 3;04;442;03;S;1;Green;Unknown;;;00273;00273;Y;N;Y;00000000000;1552;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;01;S;1;Tee Box;;Tree Outline;Unknown;11397;19224;N;N;;00000008501;1555;Good;With;Level; 11,644.3660;  9,062.9310;    515.4530;01288;00850
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;02;S;1;Primary Rough;Unknown;Intermediate Rough;Right Intermediate;06055;08501;N;N;;00000002524;1603;N/A;Below Ball;Uphill; 12,015.3330;  8,721.9440;    542.2710;00696;00061
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;03;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;02266;02524;N;N;;00000000259;1607;N/A;With;Level; 12,185.2190;  8,640.4020;    553.9540;00068;00112
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;15; 4;05;525;04;S;1;Green;Unknown;;;00259;00259;Y;N;Y;00000000000;1608;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;01;S;1;Tee Box;;Fairway;Right Fairway;11607;17496;N;N;;00000005918;1611;Good;With;Level; 11,239.6220;  8,515.4340;    498.8720;00030;00310
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;02;S;1;Fairway;Right Fairway;Green;Unknown;05840;05918;N;N;;00000000081;1618;Good;With;Level; 10,754.1320;  8,546.2820;    483.6100;00024;00276
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;16; 3;04;481;03;S;1;Green;Unknown;;;00081;00081;Y;N;Y;00000000000;1623;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;01;S;1;Tee Box;;Fairway Bunker;Unknown;10299;16596;N;N;;00000006397;1626;Good;With;Level; 10,660.8010;  9,163.7560;    479.2050;00716;00289
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;02;S;1;Fairway Bunker;Unknown;Primary Rough;Right Rough;04790;06397;N;Y;;00000001652;1632;Good;With;Level; 10,666.1390;  9,562.8920;    477.0480;00508;00279
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;03;S;1;Primary Rough;Right Rough;Green;Unknown;01380;01652;N;N;;00000000272;1635;N/A;With;Level; 10,637.3720;  9,674.2110;    480.6180;00087;00150
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;04;S;1;Green;Unknown;Green;Unknown;00285;00272;N;N;Y;00000000011;1637;Good;With;Level; 10,631.8090;  9,697.3110;    480.3340;00004;00132
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;17; 5;04;470;05;S;1;Green;Unknown;;;00011;00011;Y;N;;00000000000;1637;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;01;S;1;Tee Box;;Green Side Bunker;Right Front Green Side Bunker;07283;07524;N;Y;;00000001040;1640;Good;With;Level; 10,172.7000;  9,903.1100;    489.1070;00992;00220
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;02;S;1;Green Side Bunker;Right Front Green Side Bunker;Green;Unknown;01026;01040;N;N;;00000000015;1644;Good;With;Level; 10,140.1560;  9,824.2340;    494.3600;00017;00189
R;PGA TOUR;2011;410;22371;688;060;Aaron;Baddeley;03;TOUR Championship by Coca-Cola;East Lake GC;18; 3;03;235;03;S;1;Green;Unknown;;;00015;00015;Y;N;Y;00000000000;1645;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;01;S;1;Tee Box;;Fairway;Left Fairway;10175;15444;N;N;;00000005332;1141;Good;With;Level;  9,124.8590;  9,779.6370;    479.1940;00362;00063
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;02;S;1;Fairway;Left Fairway;Green Side Bunker;Right Green Side Bunker;04919;05332;N;Y;;00000000443;1146;Good;With;Level;  8,724.4600;  9,864.9000;    499.6600;00126;00145
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00448;00443;N;N;;00000000011;1149;Good;With;Level;  8,688.0700;  9,857.4580;    503.8180;00013;00153
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;01; 4;04;424;04;S;1;Green;Unknown;;;00011;00011;Y;N;Y;00000000000;1149;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;01;S;1;Tee Box;;Green Side Bunker;Left Green Side Bunker;07825;07992;N;Y;;00000000504;1153;Good;With;Level;  9,205.1210; 10,074.7680;    488.6310;00466;00225
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;02;S;1;Green Side Bunker;Left Green Side Bunker;Green;Unknown;00536;00504;N;N;;00000000039;1156;Good;With;Level;  9,227.5610; 10,036.1960;    491.3290;00038;00228
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;02; 3;03;214;03;S;1;Green;Unknown;;;00039;00039;Y;N;Y;00000000000;1158;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;01;S;1;Tee Box;;Intermediate Rough;Right Intermediate;09685;14436;N;N;;00000004705;1201;Good;With;Level;  8,485.7930; 10,099.7120;    505.5130;00514;00106
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;02;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;04634;04705;N;N;;00000000222;1202;N/A;With;Level;  8,100.0730; 10,098.4980;    524.0410;00200;00234
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;03;S;1;Green;Unknown;Green;Unknown;00224;00222;N;N;Y;00000000003;1210;N/A;With;Level;  8,094.7340; 10,116.4010;    524.4560;00002;00178
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;03; 4;04;387;04;S;1;Green;Unknown;;;00003;00003;Y;N;;00000000000;1210;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;04; 3;04;440;01;S;1;Tee Box;;Primary Rough;Right Rough;10613;15408;N;N;;00000004786;1212;Good;With;Level;  8,087.5510;  9,255.3290;    511.0930;00486;00177
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;04; 3;04;440;02;S;1;Primary Rough;Right Rough;Fairway;Right Fairway;04509;04786;N;Y;;00000000360;1219;N/A;With;Level;  8,117.7580;  8,881.1760;    527.0380;00251;00111
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;04; 3;04;440;03;S;1;Fairway;Right Fairway;;;00360;00360;Y;N;;00000000000;1219;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;01;S;1;Tee Box;;Fairway;Left Fairway;10734;19116;N;N;;00000008423;1223;Good;With;Level;  9,072.0300;  8,631.4160;    495.9050;00096;00306
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;02;S;1;Fairway;Left Fairway;Green;Unknown;08528;08423;N;N;;00000000182;1228;Good;With;Level;  9,770.7340;  8,501.9270;    484.6360;00155;00405
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;03;S;1;Green;Unknown;Green;Unknown;00205;00182;N;N;Y;00000000025;1236;Good;With;Level;  9,762.3970;  8,516.8770;    484.6110;00006;00200
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;05; 4;04;520;04;S;1;Green;Unknown;;;00025;00025;Y;N;;00000000000;1236;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;01;S;1;Tee Box;;Green;Unknown;05473;05472;N;N;;00000000219;1239;Good;With;Level;  9,850.6980;  8,772.8100;    474.9430;00217;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;02;S;1;Green;Unknown;Green;Unknown;00254;00219;N;N;Y;00000000035;1245;Good;With;Level;  9,871.0210;  8,778.5780;    474.8040;00034;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;06; 3;03;209;03;S;1;Green;Unknown;;;00035;00035;Y;N;;00000000000;1246;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;01;S;1;Tee Box;;Fairway;Left Fairway;09772;15984;N;N;;00000006103;1248;Good;With;Level;  8,930.3150;  8,954.0960;    497.4090;00480;00047
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;02;S;1;Fairway;Left Fairway;Primary Rough;Right Rough;06270;06103;N;Y;;00000000289;1254;Good;With;Level;  8,411.7940;  8,893.9940;    521.3200;00255;00095
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;03;S;1;Primary Rough;Right Rough;Green;Unknown;00274;00289;N;N;;00000000020;1258;N/A;With;Level;  8,426.2900;  8,876.4060;    522.6780;00009;00135
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;07; 4;04;434;04;S;1;Green;Unknown;;;00020;00020;Y;N;Y;00000000000;1258;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;01;S;1;Tee Box;;Primary Rough;Left Rough;09740;14724;N;N;;00000004326;1301;Good;With;Level;  8,327.9850;  9,378.0520;    521.3850;01146;00596
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;02;S;1;Primary Rough;Left Rough;Green Side Bunker;Front Center Green Side Bunker;03783;04326;N;Y;;00000000578;1306;N/A;With;Level;  8,235.1410;  9,679.3060;    517.4360;00077;00244
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;03;S;1;Green Side Bunker;Front Center Green Side Bunker;Green;Unknown;00727;00578;N;N;;00000000151;1308;Good;With;Level;  8,195.8220;  9,725.1110;    523.0090;00049;00027
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;08; 4;04;405;04;S;1;Green;Unknown;;;00151;00151;Y;N;Y;00000000000;1312;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;01;S;1;Tee Box;;Fairway;Right Fairway;11096;21384;N;N;;00000010450;1314;Good;With;Level;  8,933.5040;  9,553.2370;    496.6830;00465;00049
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;02;S;1;Fairway;Right Fairway;Green Side Bunker;Right Green Side Bunker;09914;10450;N;Y;;00000000541;1319;Good;With;Level;  9,759.3850;  9,558.8800;    476.6780;00143;00233
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;03;S;1;Green Side Bunker;Right Green Side Bunker;Green;Unknown;00641;00541;N;N;;00000000099;1325;Good;With;Level;  9,812.4920;  9,555.9750;    481.7810;00012;00224
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;04;S;1;Green;Unknown;Green;Unknown;00115;00099;N;N;Y;00000000014;1328;Good;With;Level;  9,803.6280;  9,559.7020;    481.5430;00011;00162
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;09; 5;05;600;05;S;1;Green;Unknown;;;00014;00014;Y;N;;00000000000;1328;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;10; 5;04;469;01;S;1;Tee Box;;Primary Rough;Right Rough;09449;16056;N;N;;00000006598;1332;Good;With;Level; 11,036.5510;  9,940.4020;    505.8970;00690;00168
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;10; 5;04;469;02;S;1;Primary Rough;Right Rough;Intermediate Rough;Right Intermediate;05924;06598;N;Y;;00000000728;1338;N/A;With;Level; 11,525.7150;  9,876.7800;    524.8050;00315;00082
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;10; 5;04;469;03;S;1;Intermediate Rough;Right Intermediate;Green;Unknown;00925;00728;N;N;;00000000192;1341;N/A;With;Level; 11,599.5300;  9,898.6980;    528.7460;00095;00120
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;10; 5;04;469;04;S;1;Green;Unknown;Green;Unknown;00214;00192;N;N;Y;00000000018;1343;Good;With;Level; 11,582.4130;  9,893.7870;    528.1940;00001;00127
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;10; 5;04;469;05;S;1;Green;Unknown;;;00018;00018;Y;N;;00000000000;1343;Good;With;Level;       .0000;       .0000;       .0000;00000;00000
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;01;S;1;Tee Box;;Green;Unknown;06722;06588;N;N;;00000000164;1346;Good;With;Level; 12,172.6860;  9,837.1900;    545.7890;00118;00118
R;PGA TOUR;2011;410;22405;688;060;Justin;Rose;03;TOUR Championship by Coca-Cola;East Lake GC;11; 3;03;197;02;S;1;Green;Unknown;Green;Unknown;00199;00164;N;N;Y;00000000031;1350;Good;With;Level; 12,164.7330;  9,851.7150;    545.1170;00015;00185
